searched_zipcode,searched_lat,searched_lng,searched_address,searched_state,searched_city,searched_metro,latitude,longitude,distance,loc_name,loc_number,address,cuisines,delivery_time_raw,delivery_time,review_count,review_rating,RunDate,Specialty Items,Meal Types,Dietary Preferences
91204,34.1377656,-118.2614332,"347 Riverdale Dr, Glendale, CA 91204, USA",CA,Glendale,LA,34.0661906,-118.2122851,1.099052798,Toasty's Breakfast Burritos,1708973,"Dino's Bomb Squad, 2817 N Main St, Los Angeles, CA 90031, USA",Mexican,19 - 29,24,308,4.6,25/04/22 7:01,Miscellaneous,Miscellaneous|Breakfast,Miscellaneous
91505,34.1615135,-118.3403506,"850 Evergreen St, Burbank, CA 91505, USA",CA,Burbank,LA,34.0489306,-118.2414182,1.70233132,Kouraku,1065733,"Kouraku, 314 E 2nd St, Los Angeles, CA 90012, USA",Indian|Japanese,28 - 38,33,225,4.7,25/04/22 7:01,Indian|Miscellaneous,Miscellaneous,Miscellaneous
90033,34.0502898,-118.2117257,"2801 E 2nd St, Los Angeles, CA 90033, USA",CA,Los Angeles,LA,34.0489306,-118.2414182,1.70233132,Kouraku,1065733,"Kouraku, 314 E 2nd St, Los Angeles, CA 90012, USA",Indian|Japanese,28 - 38,33,225,4.7,25/04/22 7:01,Indian|Miscellaneous,Miscellaneous,Miscellaneous
91204,34.1377656,-118.2614332,"347 Riverdale Dr, Glendale, CA 91204, USA",CA,Glendale,LA,34.0489306,-118.2414182,1.70233132,Kouraku,1065733,"Kouraku, 314 E 2nd St, Los Angeles, CA 90012, USA",Indian|Japanese,28 - 38,33,225,4.7,25/04/22 7:01,Indian|Miscellaneous,Miscellaneous,Miscellaneous
91505,34.1615135,-118.3403506,"850 Evergreen St, Burbank, CA 91505, USA",CA,Burbank,LA,34.0266375,-118.2190822,1.687540959,"Samurai Ramen, Roll & Teriyaki",1756809,"1260 S Soto St, Los Angeles, CA 90023, USA",Japanese,27 - 37,32,504,4.7,25/04/22 7:01,Ramen|Miscellaneous,Miscellaneous,Miscellaneous
90033,34.0502898,-118.2117257,"2801 E 2nd St, Los Angeles, CA 90033, USA",CA,Los Angeles,LA,34.0266375,-118.2190822,1.687540959,"Samurai Ramen, Roll & Teriyaki",1756809,"1260 S Soto St, Los Angeles, CA 90023, USA",Japanese,27 - 37,32,504,4.7,25/04/22 7:01,Ramen|Miscellaneous,Miscellaneous,Miscellaneous
91204,34.1377656,-118.2614332,"347 Riverdale Dr, Glendale, CA 91204, USA",CA,Glendale,LA,34.0266375,-118.2190822,1.687540959,"Samurai Ramen, Roll & Teriyaki",1756809,"1260 S Soto St, Los Angeles, CA 90023, USA",Japanese,27 - 37,32,504,4.7,25/04/22 7:01,Ramen|Miscellaneous,Miscellaneous,Miscellaneous
91505,34.1615135,-118.3403506,"850 Evergreen St, Burbank, CA 91505, USA",CA,Burbank,LA,34.0501338,-118.2402148,1.630874941,MY RAMEN BAR,2665863,"321 1/2 E 1st St, Los Angeles, CA 90012, USA",Japanese,28 - 38,33,5,4.8,25/04/22 7:01,Ramen|Miscellaneous,Miscellaneous,Vegetarian|Miscellaneous
90033,34.0502898,-118.2117257,"2801 E 2nd St, Los Angeles, CA 90033, USA",CA,Los Angeles,LA,34.0501338,-118.2402148,1.630874941,MY RAMEN BAR,2665863,"321 1/2 E 1st St, Los Angeles, CA 90012, USA",Japanese,28 - 38,33,5,4.8,25/04/22 7:01,Ramen|Miscellaneous,Miscellaneous,Vegetarian|Miscellaneous
91204,34.1377656,-118.2614332,"347 Riverdale Dr, Glendale, CA 91204, USA",CA,Glendale,LA,34.0501338,-118.2402148,1.630874941,MY RAMEN BAR,2665863,"321 1/2 E 1st St, Los Angeles, CA 90012, USA",Japanese,28 - 38,33,5,4.8,25/04/22 7:01,Ramen|Miscellaneous,Miscellaneous,Vegetarian|Miscellaneous
90033,34.0502898,-118.2117257,"2801 E 2nd St, Los Angeles, CA 90033, USA",CA,Los Angeles,LA,34.0644533,-118.237632,1.776641832,Broadway Cuisine,2300646,"913 N Broadway, Los Angeles, CA 90012, USA",Seafood|Chinese,26 - 36,31,44,4.4,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
91505,34.1615135,-118.3403506,"850 Evergreen St, Burbank, CA 91505, USA",CA,Burbank,LA,34.0644533,-118.237632,1.776641832,Broadway Cuisine,2300646,"913 N Broadway, Los Angeles, CA 90012, USA",Seafood|Chinese,26 - 36,31,44,4.4,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
91204,34.1377656,-118.2614332,"347 Riverdale Dr, Glendale, CA 91204, USA",CA,Glendale,LA,34.0644533,-118.237632,1.776641832,Broadway Cuisine,2300646,"913 N Broadway, Los Angeles, CA 90012, USA",Seafood|Chinese,26 - 36,31,44,4.4,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
90033,34.0502898,-118.2117257,"2801 E 2nd St, Los Angeles, CA 90033, USA",CA,Los Angeles,LA,34.0686052,-118.2312459,1.688082311,Cargo Snack Shack,1289570,"1279 N Spring St, Los Angeles, CA 90012, USA",American,29 - 39,34,4,4.0,25/04/22 7:01,Miscellaneous|Sandwiches|Burgers,Miscellaneous,Miscellaneous
91204,34.1377656,-118.2614332,"347 Riverdale Dr, Glendale, CA 91204, USA",CA,Glendale,LA,34.0686052,-118.2312459,1.688082311,Cargo Snack Shack,1289570,"1279 N Spring St, Los Angeles, CA 90012, USA",American,29 - 39,34,4,4.0,25/04/22 7:01,Miscellaneous|Sandwiches|Burgers,Miscellaneous,Miscellaneous
91505,34.1615135,-118.3403506,"850 Evergreen St, Burbank, CA 91505, USA",CA,Burbank,LA,34.0686052,-118.2312459,1.688082311,Cargo Snack Shack,1289570,"1279 N Spring St, Los Angeles, CA 90012, USA",American,29 - 39,34,4,4.0,25/04/22 7:01,Miscellaneous|Sandwiches|Burgers,Miscellaneous,Miscellaneous
90033,34.0502898,-118.2117257,"2801 E 2nd St, Los Angeles, CA 90033, USA",CA,Los Angeles,LA,34.048827,-118.2413028,1.696147843,Gong Cha 贡茶,302430,"318 E 2nd St a, Los Angeles, CA 90012, USA",Chinese,24 - 34,29,916,4.6,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
91505,34.1615135,-118.3403506,"850 Evergreen St, Burbank, CA 91505, USA",CA,Burbank,LA,34.048827,-118.2413028,1.696147843,Gong Cha 贡茶,302430,"318 E 2nd St a, Los Angeles, CA 90012, USA",Chinese,24 - 34,29,916,4.6,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
91204,34.1377656,-118.2614332,"347 Riverdale Dr, Glendale, CA 91204, USA",CA,Glendale,LA,34.048827,-118.2413028,1.696147843,Gong Cha 贡茶,302430,"318 E 2nd St a, Los Angeles, CA 90012, USA",Chinese,24 - 34,29,916,4.6,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
90033,34.0502898,-118.2117257,"2801 E 2nd St, Los Angeles, CA 90033, USA",CA,Los Angeles,LA,34.0661906,-118.2122851,1.099052798,Wham! Bam! Burrito!,1108796,"Dino's Bomb Squad, 2817 N Main St, Los Angeles, CA 90031, USA",Mexican,18 - 28,23,27,4.0,25/04/22 7:01,Miscellaneous,Miscellaneous|Snacks,Miscellaneous
91204,34.1377656,-118.2614332,"347 Riverdale Dr, Glendale, CA 91204, USA",CA,Glendale,LA,34.0661906,-118.2122851,1.099052798,Wham! Bam! Burrito!,1108796,"Dino's Bomb Squad, 2817 N Main St, Los Angeles, CA 90031, USA",Mexican,18 - 28,23,27,4.0,25/04/22 7:01,Miscellaneous,Miscellaneous|Snacks,Miscellaneous
91505,34.1615135,-118.3403506,"850 Evergreen St, Burbank, CA 91505, USA",CA,Burbank,LA,34.0661906,-118.2122851,1.099052798,Wham! Bam! Burrito!,1108796,"Dino's Bomb Squad, 2817 N Main St, Los Angeles, CA 90031, USA",Mexican,18 - 28,23,27,4.0,25/04/22 7:01,Miscellaneous,Miscellaneous|Snacks,Miscellaneous
91204,34.1377656,-118.2614332,"347 Riverdale Dr, Glendale, CA 91204, USA",CA,Glendale,LA,34.07336,-118.20943,1.599326956,WaBa Grill,1146301,"WaBa Grill, 3028 N Broadway, Los Angeles, CA 90031, USA",Korean|American|Chinese|Japanese,21 - 31,26,846,4.7,25/04/22 7:01,Sushi|Miscellaneous,Miscellaneous,Miscellaneous
91505,34.1615135,-118.3403506,"850 Evergreen St, Burbank, CA 91505, USA",CA,Burbank,LA,34.07336,-118.20943,1.599326956,WaBa Grill,1146301,"WaBa Grill, 3028 N Broadway, Los Angeles, CA 90031, USA",Korean|American|Chinese|Japanese,21 - 31,26,846,4.7,25/04/22 7:01,Sushi|Miscellaneous,Miscellaneous,Miscellaneous
90033,34.0502898,-118.2117257,"2801 E 2nd St, Los Angeles, CA 90033, USA",CA,Los Angeles,LA,34.07336,-118.20943,1.599326956,WaBa Grill,1146301,"WaBa Grill, 3028 N Broadway, Los Angeles, CA 90031, USA",Korean|American|Chinese|Japanese,21 - 31,26,846,4.7,25/04/22 7:01,Sushi|Miscellaneous,Miscellaneous,Miscellaneous
91505,34.1615135,-118.3403506,"850 Evergreen St, Burbank, CA 91505, USA",CA,Burbank,LA,34.060099,-118.238083,1.653943393,Little Jewel of New Orleans,34988,"207 Ord Street, Los Angeles, CA 90012, USA",Seafood,33 - 43,38,505,4.5,25/04/22 7:01,Miscellaneous|Sandwiches,Miscellaneous,Miscellaneous
90033,34.0502898,-118.2117257,"2801 E 2nd St, Los Angeles, CA 90033, USA",CA,Los Angeles,LA,34.060099,-118.238083,1.653943393,Little Jewel of New Orleans,34988,"207 Ord Street, Los Angeles, CA 90012, USA",Seafood,33 - 43,38,505,4.5,25/04/22 7:01,Miscellaneous|Sandwiches,Miscellaneous,Miscellaneous
91204,34.1377656,-118.2614332,"347 Riverdale Dr, Glendale, CA 91204, USA",CA,Glendale,LA,34.060099,-118.238083,1.653943393,Little Jewel of New Orleans,34988,"207 Ord Street, Los Angeles, CA 90012, USA",Seafood,33 - 43,38,505,4.5,25/04/22 7:01,Miscellaneous|Sandwiches,Miscellaneous,Miscellaneous
91505,34.1615135,-118.3403506,"850 Evergreen St, Burbank, CA 91505, USA",CA,Burbank,LA,34.040083,-118.189712,1.444119056,Dave's 2 for 1 pizza,2035662,"3480 East Cesar E Chavez Avenue, Los Angeles, CA 90063, USA",Italian,29 - 39,34,10,4.3,25/04/22 7:01,Pizza|Miscellaneous,Miscellaneous,Miscellaneous
90033,34.0502898,-118.2117257,"2801 E 2nd St, Los Angeles, CA 90033, USA",CA,Los Angeles,LA,34.040083,-118.189712,1.444119056,Dave's 2 for 1 pizza,2035662,"3480 East Cesar E Chavez Avenue, Los Angeles, CA 90063, USA",Italian,29 - 39,34,10,4.3,25/04/22 7:01,Pizza|Miscellaneous,Miscellaneous,Miscellaneous
91204,34.1377656,-118.2614332,"347 Riverdale Dr, Glendale, CA 91204, USA",CA,Glendale,LA,34.040083,-118.189712,1.444119056,Dave's 2 for 1 pizza,2035662,"3480 East Cesar E Chavez Avenue, Los Angeles, CA 90063, USA",Italian,29 - 39,34,10,4.3,25/04/22 7:01,Pizza|Miscellaneous,Miscellaneous,Miscellaneous
90033,34.0502898,-118.2117257,"2801 E 2nd St, Los Angeles, CA 90033, USA",CA,Los Angeles,LA,34.0605239,-118.2390612,1.717049687,Lucky Deli,1458325,"706 N Broadway, Los Angeles, CA 90012, USA",Chinese|Thai,32 - 42,37,123,4.3,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
91204,34.1377656,-118.2614332,"347 Riverdale Dr, Glendale, CA 91204, USA",CA,Glendale,LA,34.0605239,-118.2390612,1.717049687,Lucky Deli,1458325,"706 N Broadway, Los Angeles, CA 90012, USA",Chinese|Thai,32 - 42,37,123,4.3,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
90033,34.0502898,-118.2117257,"2801 E 2nd St, Los Angeles, CA 90033, USA",CA,Los Angeles,LA,34.0498728,-118.2421903,1.744166133,Sharp Tea,663573,"SHARP TEA, 123 Astronaut Ellison S Onizuka St #101d, Los Angeles, CA 90012, USA",Miscellaneous,34 - 44,39,17,4.2,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
91505,34.1615135,-118.3403506,"850 Evergreen St, Burbank, CA 91505, USA",CA,Burbank,LA,34.0605239,-118.2390612,1.717049687,Lucky Deli,1458325,"706 N Broadway, Los Angeles, CA 90012, USA",Chinese|Thai,32 - 42,37,123,4.3,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
91204,34.1377656,-118.2614332,"347 Riverdale Dr, Glendale, CA 91204, USA",CA,Glendale,LA,34.0498728,-118.2421903,1.744166133,Sharp Tea,663573,"SHARP TEA, 123 Astronaut Ellison S Onizuka St #101d, Los Angeles, CA 90012, USA",Miscellaneous,34 - 44,39,17,4.2,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
91505,34.1615135,-118.3403506,"850 Evergreen St, Burbank, CA 91505, USA",CA,Burbank,LA,34.0661804,-118.2122969,1.098368274,Loaded Chick'n Tenders,941006,"2817 N Main St, Los Angeles, CA 90031, USA",Miscellaneous,27 - 37,32,40,3.4,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
90033,34.0502898,-118.2117257,"2801 E 2nd St, Los Angeles, CA 90033, USA",CA,Los Angeles,LA,34.0661804,-118.2122969,1.098368274,Loaded Chick'n Tenders,941006,"2817 N Main St, Los Angeles, CA 90031, USA",Miscellaneous,27 - 37,32,40,3.4,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
91204,34.1377656,-118.2614332,"347 Riverdale Dr, Glendale, CA 91204, USA",CA,Glendale,LA,34.0661804,-118.2122969,1.098368274,Loaded Chick'n Tenders,941006,"2817 N Main St, Los Angeles, CA 90031, USA",Miscellaneous,27 - 37,32,40,3.4,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
91505,34.1615135,-118.3403506,"850 Evergreen St, Burbank, CA 91505, USA",CA,Burbank,LA,34.031447,-118.198461,1.507155685,Cemitas Poblanas,922092,"Cemitas Poblanas Juquilita Restaurant, 532 S Lorena St, Los Angeles, CA 90063, USA",Mexican,39 - 49,44,155,4.1,25/04/22 7:01,Miscellaneous|Tacos,Miscellaneous,Miscellaneous
90033,34.0502898,-118.2117257,"2801 E 2nd St, Los Angeles, CA 90033, USA",CA,Los Angeles,LA,34.031447,-118.198461,1.507155685,Cemitas Poblanas,922092,"Cemitas Poblanas Juquilita Restaurant, 532 S Lorena St, Los Angeles, CA 90063, USA",Mexican,39 - 49,44,155,4.1,25/04/22 7:01,Miscellaneous|Tacos,Miscellaneous,Miscellaneous
91204,34.1377656,-118.2614332,"347 Riverdale Dr, Glendale, CA 91204, USA",CA,Glendale,LA,34.031447,-118.198461,1.507155685,Cemitas Poblanas,922092,"Cemitas Poblanas Juquilita Restaurant, 532 S Lorena St, Los Angeles, CA 90063, USA",Mexican,39 - 49,44,155,4.1,25/04/22 7:01,Miscellaneous|Tacos,Miscellaneous,Miscellaneous
91505,34.1615135,-118.3403506,"850 Evergreen St, Burbank, CA 91505, USA",CA,Burbank,LA,34.0268096,-118.2193564,1.680043032,The Original Troy’s Burgers 1,2618998,"1240 S Soto St, Los Angeles, CA 90023, USA",American|Mexican,29 - 39,34,8,4.0,25/04/22 7:01,Miscellaneous|Sandwiches|Burgers,Miscellaneous|Breakfast,Miscellaneous
90033,34.0502898,-118.2117257,"2801 E 2nd St, Los Angeles, CA 90033, USA",CA,Los Angeles,LA,34.0268096,-118.2193564,1.680043032,The Original Troy’s Burgers 1,2618998,"1240 S Soto St, Los Angeles, CA 90023, USA",American|Mexican,29 - 39,34,8,4.0,25/04/22 7:01,Miscellaneous|Sandwiches|Burgers,Miscellaneous|Breakfast,Miscellaneous
91204,34.1377656,-118.2614332,"347 Riverdale Dr, Glendale, CA 91204, USA",CA,Glendale,LA,34.0268096,-118.2193564,1.680043032,The Original Troy’s Burgers 1,2618998,"1240 S Soto St, Los Angeles, CA 90023, USA",American|Mexican,29 - 39,34,8,4.0,25/04/22 7:01,Miscellaneous|Sandwiches|Burgers,Miscellaneous|Breakfast,Miscellaneous
91505,34.1615135,-118.3403506,"850 Evergreen St, Burbank, CA 91505, USA",CA,Burbank,LA,34.0445344,-118.2383234,1.573684409,Little Tokyo Taiyaki,1268044,"333 S Alameda St, Los Angeles, CA 90013, USA",Japanese,31 - 41,36,39,5.0,25/04/22 7:01,Miscellaneous,Miscellaneous|Snacks,Miscellaneous
90033,34.0502898,-118.2117257,"2801 E 2nd St, Los Angeles, CA 90033, USA",CA,Los Angeles,LA,34.0445344,-118.2383234,1.573684409,Little Tokyo Taiyaki,1268044,"333 S Alameda St, Los Angeles, CA 90013, USA",Japanese,31 - 41,36,39,5.0,25/04/22 7:01,Miscellaneous,Miscellaneous|Snacks,Miscellaneous
91204,34.1377656,-118.2614332,"347 Riverdale Dr, Glendale, CA 91204, USA",CA,Glendale,LA,34.0445344,-118.2383234,1.573684409,Little Tokyo Taiyaki,1268044,"333 S Alameda St, Los Angeles, CA 90013, USA",Japanese,31 - 41,36,39,5.0,25/04/22 7:01,Miscellaneous,Miscellaneous|Snacks,Miscellaneous
91505,34.1615135,-118.3403506,"850 Evergreen St, Burbank, CA 91505, USA",CA,Burbank,LA,34.04513,-118.238448,1.570734182,Shojin,5733,"333 S Alameda St Los Angeles, CA 90013",Japanese,45 - 55,50,121,4.7,25/04/22 7:01,Sushi|Ramen|Miscellaneous,Miscellaneous,Miscellaneous
90033,34.0502898,-118.2117257,"2801 E 2nd St, Los Angeles, CA 90033, USA",CA,Los Angeles,LA,34.04513,-118.238448,1.570734182,Shojin,5733,"333 S Alameda St Los Angeles, CA 90013",Japanese,45 - 55,50,121,4.7,25/04/22 7:01,Sushi|Ramen|Miscellaneous,Miscellaneous,Miscellaneous
91204,34.1377656,-118.2614332,"347 Riverdale Dr, Glendale, CA 91204, USA",CA,Glendale,LA,34.04513,-118.238448,1.570734182,Shojin,5733,"333 S Alameda St Los Angeles, CA 90013",Japanese,45 - 55,50,121,4.7,25/04/22 7:01,Sushi|Ramen|Miscellaneous,Miscellaneous,Miscellaneous
91505,34.1615135,-118.3403506,"850 Evergreen St, Burbank, CA 91505, USA",CA,Burbank,LA,34.0661906,-118.2122851,1.099052798,Burger Mansion,791163,"Dino's Bomb Squad, 2817 N Main St, Los Angeles, CA 90031, USA",American,25 - 35,30,98,4.0,25/04/22 7:01,Burgers,Miscellaneous,Miscellaneous
90033,34.0502898,-118.2117257,"2801 E 2nd St, Los Angeles, CA 90033, USA",CA,Los Angeles,LA,34.0661906,-118.2122851,1.099052798,Burger Mansion,791163,"Dino's Bomb Squad, 2817 N Main St, Los Angeles, CA 90031, USA",American,25 - 35,30,98,4.0,25/04/22 7:01,Burgers,Miscellaneous,Miscellaneous
91505,34.1615135,-118.3403506,"850 Evergreen St, Burbank, CA 91505, USA",CA,Burbank,LA,34.0378388,-118.2429501,1.983770315,Comfort LA,214782,"1110 E 7th St, Los Angeles, CA 90021, USA",Miscellaneous,39 - 49,44,800,4.3,25/04/22 7:01,Miscellaneous,Brunch|Miscellaneous,Miscellaneous
90033,34.0502898,-118.2117257,"2801 E 2nd St, Los Angeles, CA 90033, USA",CA,Los Angeles,LA,34.0378388,-118.2429501,1.983770315,Comfort LA,214782,"1110 E 7th St, Los Angeles, CA 90021, USA",Miscellaneous,39 - 49,44,800,4.3,25/04/22 7:01,Miscellaneous,Brunch|Miscellaneous,Miscellaneous
91204,34.1377656,-118.2614332,"347 Riverdale Dr, Glendale, CA 91204, USA",CA,Glendale,LA,34.0661906,-118.2122851,1.099052798,Burger Mansion,791163,"Dino's Bomb Squad, 2817 N Main St, Los Angeles, CA 90031, USA",American,25 - 35,30,98,4.0,25/04/22 7:01,Burgers,Miscellaneous,Miscellaneous
91505,34.1615135,-118.3403506,"850 Evergreen St, Burbank, CA 91505, USA",CA,Burbank,LA,34.0502959,-118.2428859,1.783742985,Midori Matcha,2668631,"DoubleTree by Hilton Hotel Los Angeles Downtown, 123 Astronaut Ellison S Onizuka St #101c, Los Angeles, CA 90012, USA",Miscellaneous,28 - 38,33,15,4.9,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
90033,34.0502898,-118.2117257,"2801 E 2nd St, Los Angeles, CA 90033, USA",CA,Los Angeles,LA,34.0502959,-118.2428859,1.783742985,Midori Matcha,2668631,"DoubleTree by Hilton Hotel Los Angeles Downtown, 123 Astronaut Ellison S Onizuka St #101c, Los Angeles, CA 90012, USA",Miscellaneous,28 - 38,33,15,4.9,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
91204,34.1377656,-118.2614332,"347 Riverdale Dr, Glendale, CA 91204, USA",CA,Glendale,LA,34.0502959,-118.2428859,1.783742985,Midori Matcha,2668631,"DoubleTree by Hilton Hotel Los Angeles Downtown, 123 Astronaut Ellison S Onizuka St #101c, Los Angeles, CA 90012, USA",Miscellaneous,28 - 38,33,15,4.9,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
90033,34.0502898,-118.2117257,"2801 E 2nd St, Los Angeles, CA 90033, USA",CA,Los Angeles,LA,34.0455918,-118.2359039,1.421651567,Kreation Organic Juicery,1388210,"Kreation Organic Juicery, 806 E 3rd St #130, Los Angeles, CA 90013, USA",Miscellaneous,30 - 40,35,315,4.9,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
91505,34.1615135,-118.3403506,"850 Evergreen St, Burbank, CA 91505, USA",CA,Burbank,LA,34.0455918,-118.2359039,1.421651567,Kreation Organic Juicery,1388210,"Kreation Organic Juicery, 806 E 3rd St #130, Los Angeles, CA 90013, USA",Miscellaneous,30 - 40,35,315,4.9,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
91204,34.1377656,-118.2614332,"347 Riverdale Dr, Glendale, CA 91204, USA",CA,Glendale,LA,34.0455918,-118.2359039,1.421651567,Kreation Organic Juicery,1388210,"Kreation Organic Juicery, 806 E 3rd St #130, Los Angeles, CA 90013, USA",Miscellaneous,30 - 40,35,315,4.9,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
90033,34.0502898,-118.2117257,"2801 E 2nd St, Los Angeles, CA 90033, USA",CA,Los Angeles,LA,34.0483333,-118.24,1.624195191,Bae & co,997455,"Bae & Co., 369 E 2nd St, Los Angeles, CA 90012, USA",Miscellaneous,30 - 40,35,2,3.0,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
91505,34.1615135,-118.3403506,"850 Evergreen St, Burbank, CA 91505, USA",CA,Burbank,LA,34.0483333,-118.24,1.624195191,Bae & co,997455,"Bae & Co., 369 E 2nd St, Los Angeles, CA 90012, USA",Miscellaneous,30 - 40,35,2,3.0,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
91204,34.1377656,-118.2614332,"347 Riverdale Dr, Glendale, CA 91204, USA",CA,Glendale,LA,34.0483333,-118.24,1.624195191,Bae & co,997455,"Bae & Co., 369 E 2nd St, Los Angeles, CA 90012, USA",Miscellaneous,30 - 40,35,2,3.0,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
90033,34.0502898,-118.2117257,"2801 E 2nd St, Los Angeles, CA 90033, USA",CA,Los Angeles,LA,34.0235111,-118.2171632,1.876149352,Burritos La Palama,1131651,"Burritos La Palma, 2811 E Olympic Blvd, Los Angeles, CA 90023, USA",Mexican,33 - 43,38,225,4.9,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
91204,34.1377656,-118.2614332,"347 Riverdale Dr, Glendale, CA 91204, USA",CA,Glendale,LA,34.0235111,-118.2171632,1.876149352,Burritos La Palama,1131651,"Burritos La Palma, 2811 E Olympic Blvd, Los Angeles, CA 90023, USA",Mexican,33 - 43,38,225,4.9,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
91505,34.1615135,-118.3403506,"850 Evergreen St, Burbank, CA 91505, USA",CA,Burbank,LA,34.0235111,-118.2171632,1.876149352,Burritos La Palama,1131651,"Burritos La Palma, 2811 E Olympic Blvd, Los Angeles, CA 90023, USA",Mexican,33 - 43,38,225,4.9,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
91204,34.1377656,-118.2614332,"347 Riverdale Dr, Glendale, CA 91204, USA",CA,Glendale,LA,34.0613627,-118.2394102,1.759676816,Kim Chuy Restaurant,88033,"Kim Chuy Restaurant, 727 N Broadway #103, Los Angeles, CA 90012, USA",Chinese,32 - 42,37,106,4.8,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
90033,34.0502898,-118.2117257,"2801 E 2nd St, Los Angeles, CA 90033, USA",CA,Los Angeles,LA,34.0613627,-118.2394102,1.759676816,Kim Chuy Restaurant,88033,"Kim Chuy Restaurant, 727 N Broadway #103, Los Angeles, CA 90012, USA",Chinese,32 - 42,37,106,4.8,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
91505,34.1615135,-118.3403506,"850 Evergreen St, Burbank, CA 91505, USA",CA,Burbank,LA,34.0613627,-118.2394102,1.759676816,Kim Chuy Restaurant,88033,"Kim Chuy Restaurant, 727 N Broadway #103, Los Angeles, CA 90012, USA",Chinese,32 - 42,37,106,4.8,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
91204,34.1377656,-118.2614332,"347 Riverdale Dr, Glendale, CA 91204, USA",CA,Glendale,LA,34.0661804,-118.2122969,1.098368274,Sayulita Quesadillas,1108733,"2817 N Main St, Los Angeles, CA 90031, USA",Mexican,25 - 35,30,19,4.7,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
91505,34.1615135,-118.3403506,"850 Evergreen St, Burbank, CA 91505, USA",CA,Burbank,LA,34.0661804,-118.2122969,1.098368274,Sayulita Quesadillas,1108733,"2817 N Main St, Los Angeles, CA 90031, USA",Mexican,25 - 35,30,19,4.7,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
90033,34.0502898,-118.2117257,"2801 E 2nd St, Los Angeles, CA 90033, USA",CA,Los Angeles,LA,34.0661804,-118.2122969,1.098368274,Sayulita Quesadillas,1108733,"2817 N Main St, Los Angeles, CA 90031, USA",Mexican,25 - 35,30,19,4.7,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
91505,34.1615135,-118.3403506,"850 Evergreen St, Burbank, CA 91505, USA",CA,Burbank,LA,34.0661906,-118.2122851,1.099052798,Whisked & Scrambled,954059,"Dino's Bomb Squad, 2817 N Main St, Los Angeles, CA 90031, USA",Miscellaneous,32 - 42,37,21,4.1,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
91204,34.1377656,-118.2614332,"347 Riverdale Dr, Glendale, CA 91204, USA",CA,Glendale,LA,34.0661906,-118.2122851,1.099052798,Whisked & Scrambled,954059,"Dino's Bomb Squad, 2817 N Main St, Los Angeles, CA 90031, USA",Miscellaneous,32 - 42,37,21,4.1,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
90033,34.0502898,-118.2117257,"2801 E 2nd St, Los Angeles, CA 90033, USA",CA,Los Angeles,LA,34.0661906,-118.2122851,1.099052798,Whisked & Scrambled,954059,"Dino's Bomb Squad, 2817 N Main St, Los Angeles, CA 90031, USA",Miscellaneous,32 - 42,37,21,4.1,25/04/22 7:01,Miscellaneous,Miscellaneous,Miscellaneous
