searched_zipcode,searched_lat,searched_lng,searched_address,searched_state,searched_city,searched_metro,latitude,longitude,distance,loc_name,loc_number,address,cuisines,delivery_time_raw,delivery_time,review_count,review_rating,RunDate,Specialty Items,Meal Types,Dietary Preferences
10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6754643,-73.9807822,1.594482039,Lotus Vietnamese Sandwiches,7552,"229 5th Avenue, Brooklyn, NY 11215, USA",Vietnamese,24 - 34,29,1364,4.8,25/04/22 7:01,Vietnamese|Miscellaneous|Sandwiches,Miscellaneous,Miscellaneous
11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6754643,-73.9807822,1.594482039,Lotus Vietnamese Sandwiches,7552,"229 5th Avenue, Brooklyn, NY 11215, USA",Vietnamese,24 - 34,29,1364,4.8,25/04/22 7:01,Vietnamese|Miscellaneous|Sandwiches,Miscellaneous,Miscellaneous
11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6754643,-73.9807822,1.594482039,Lotus Vietnamese Sandwiches,7552,"229 5th Avenue, Brooklyn, NY 11215, USA",Vietnamese,24 - 34,29,1364,4.8,25/04/22 7:01,Vietnamese|Miscellaneous|Sandwiches,Miscellaneous,Miscellaneous
11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6729784,-73.9504615,0.404576503,Taqueria Milear,133345,"752 Nostrand Ave, Brooklyn, NY 11216, USA",Mexican,23 - 33,28,2000,4.6,25/04/22 7:01,Miscellaneous|Tacos,Brunch|Miscellaneous,Miscellaneous
10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6729784,-73.9504615,0.404576503,Taqueria Milear,133345,"752 Nostrand Ave, Brooklyn, NY 11216, USA",Mexican,23 - 33,28,2000,4.6,25/04/22 7:01,Miscellaneous|Tacos,Brunch|Miscellaneous,Miscellaneous
11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6729784,-73.9504615,0.404576503,Taqueria Milear,133345,"752 Nostrand Ave, Brooklyn, NY 11216, USA",Mexican,23 - 33,28,2000,4.6,25/04/22 7:01,Miscellaneous|Tacos,Brunch|Miscellaneous,Miscellaneous
10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6745375,-73.95000743,0.298769641,Cielito Lindo,328460,"665 Nostrand Ave, Brooklyn, NY 11216, USA",Mexican,20 - 30,25,163,4.7,25/04/22 7:01,Miscellaneous,Miscellaneous|Breakfast,Miscellaneous
11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6745375,-73.95000743,0.298769641,Cielito Lindo,328460,"665 Nostrand Ave, Brooklyn, NY 11216, USA",Mexican,20 - 30,25,163,4.7,25/04/22 7:01,Miscellaneous,Miscellaneous|Breakfast,Miscellaneous
11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6745375,-73.95000743,0.298769641,Cielito Lindo,328460,"665 Nostrand Ave, Brooklyn, NY 11216, USA",Mexican,20 - 30,25,163,4.7,25/04/22 7:01,Miscellaneous,Miscellaneous|Breakfast,Miscellaneous
10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6809304,-73.9771403,1.394091781,Artichoke Basille's Pizza,48755,"59 5th Ave, Brooklyn, NY 11217, USA",Italian,37 - 47,42,2000,4.5,25/04/22 7:01,Pizza|Miscellaneous,Miscellaneous,Miscellaneous
11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6809304,-73.9771403,1.394091781,Artichoke Basille's Pizza,48755,"59 5th Ave, Brooklyn, NY 11217, USA",Italian,37 - 47,42,2000,4.5,25/04/22 7:01,Pizza|Miscellaneous,Miscellaneous,Miscellaneous
11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6809304,-73.9771403,1.394091781,Artichoke Basille's Pizza,48755,"59 5th Ave, Brooklyn, NY 11217, USA",Italian,37 - 47,42,2000,4.5,25/04/22 7:01,Pizza|Miscellaneous,Miscellaneous,Miscellaneous
11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6685832,-73.9805153,1.716376366,Five Guys Burgers & Fries,5155,"284 7th Avenue, Brooklyn, NY 11215, USA",American,29 - 39,34,2000,4.5,25/04/22 7:01,Miscellaneous|Burgers,Dinner|Miscellaneous,Miscellaneous
11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6685832,-73.9805153,1.716376366,Five Guys Burgers & Fries,5155,"284 7th Avenue, Brooklyn, NY 11215, USA",American,29 - 39,34,2000,4.5,25/04/22 7:01,Miscellaneous|Burgers,Dinner|Miscellaneous,Miscellaneous
10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6685832,-73.9805153,1.716376366,Five Guys Burgers & Fries,5155,"284 7th Avenue, Brooklyn, NY 11215, USA",American,29 - 39,34,2000,4.5,25/04/22 7:01,Miscellaneous|Burgers,Dinner|Miscellaneous,Miscellaneous
10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.7009835,-73.9414388,1.605158111,IHOP,16934,"785 Flushing Avenue, Brooklyn, NY 11206, USA",American,25 - 35,30,2000,4.3,25/04/22 7:01,Miscellaneous|Sandwiches|Burgers,Miscellaneous|Breakfast,Miscellaneous
11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.7009835,-73.9414388,1.605158111,IHOP,16934,"785 Flushing Avenue, Brooklyn, NY 11206, USA",American,25 - 35,30,2000,4.3,25/04/22 7:01,Miscellaneous|Sandwiches|Burgers,Miscellaneous|Breakfast,Miscellaneous
11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.7009835,-73.9414388,1.605158111,IHOP,16934,"785 Flushing Avenue, Brooklyn, NY 11206, USA",American,25 - 35,30,2000,4.3,25/04/22 7:01,Miscellaneous|Sandwiches|Burgers,Miscellaneous|Breakfast,Miscellaneous
11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6741991,-73.9823955,1.692505566,Two Boots Pizza,213999,"Two Boots Park Slope, 284 5th Ave, Brooklyn, NY 11215, USA",Italian,28 - 38,33,263,4.7,25/04/22 7:01,Pizza|Miscellaneous,Miscellaneous,Miscellaneous
11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6741991,-73.9823955,1.692505566,Two Boots Pizza,213999,"Two Boots Park Slope, 284 5th Ave, Brooklyn, NY 11215, USA",Italian,28 - 38,33,263,4.7,25/04/22 7:01,Pizza|Miscellaneous,Miscellaneous,Miscellaneous
10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6741991,-73.9823955,1.692505566,Two Boots Pizza,213999,"Two Boots Park Slope, 284 5th Ave, Brooklyn, NY 11215, USA",Italian,28 - 38,33,263,4.7,25/04/22 7:01,Pizza|Miscellaneous,Miscellaneous,Miscellaneous
11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.7043793,-73.9424803,1.81655391,Princesa Bakery,312807,"94 Graham Ave, Brooklyn, NY 11206, USA",Miscellaneous,28 - 38,33,81,4.6,25/04/22 7:01,Miscellaneous|Sandwiches,Miscellaneous|Breakfast,Miscellaneous
10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.7043793,-73.9424803,1.81655391,Princesa Bakery,312807,"94 Graham Ave, Brooklyn, NY 11206, USA",Miscellaneous,28 - 38,33,81,4.6,25/04/22 7:01,Miscellaneous|Sandwiches,Miscellaneous|Breakfast,Miscellaneous
11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.7043793,-73.9424803,1.81655391,Princesa Bakery,312807,"94 Graham Ave, Brooklyn, NY 11206, USA",Miscellaneous,28 - 38,33,81,4.6,25/04/22 7:01,Miscellaneous|Sandwiches,Miscellaneous|Breakfast,Miscellaneous
11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.668866,-73.942079,0.822857329,Mendy's NYC,1305897,"Mendy's, 792 Eastern Pkwy, Brooklyn, NY 11213, USA",American|Chinese,24 - 34,29,127,4.6,25/04/22 7:01,Sandwiches|Miscellaneous|Burgers,Miscellaneous,Miscellaneous
11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.668866,-73.942079,0.822857329,Mendy's NYC,1305897,"Mendy's, 792 Eastern Pkwy, Brooklyn, NY 11213, USA",American|Chinese,24 - 34,29,127,4.6,25/04/22 7:01,Sandwiches|Miscellaneous|Burgers,Miscellaneous,Miscellaneous
10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.668866,-73.942079,0.822857329,Mendy's NYC,1305897,"Mendy's, 792 Eastern Pkwy, Brooklyn, NY 11213, USA",American|Chinese,24 - 34,29,127,4.6,25/04/22 7:01,Sandwiches|Miscellaneous|Burgers,Miscellaneous,Miscellaneous
11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6806626,-73.950335,0.127749109,McDonald's,2109255,"1275 Fulton St, Brooklyn, NY 11216, USA",American,Sep-19,14,882,4.6,25/04/22 7:01,Miscellaneous|Burgers,Miscellaneous,Miscellaneous
10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6806626,-73.950335,0.127749109,McDonald's,2109255,"1275 Fulton St, Brooklyn, NY 11216, USA",American,Sep-19,14,882,4.6,25/04/22 7:01,Miscellaneous|Burgers,Miscellaneous,Miscellaneous
11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6806626,-73.950335,0.127749109,McDonald's,2109255,"1275 Fulton St, Brooklyn, NY 11216, USA",American,Sep-19,14,882,4.6,25/04/22 7:01,Miscellaneous|Burgers,Miscellaneous,Miscellaneous
10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.677194,-73.972246,1.135776825,Chipotle,270562,"347 Flatbush Ave, Brooklyn, NY 11238, USA",American|Mexican,21 - 31,26,2000,4.3,25/04/22 7:01,Miscellaneous|Tacos,Lunch|Miscellaneous,Vegan|Gluten-Free|Miscellaneous|Vegetarian
11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.677194,-73.972246,1.135776825,Chipotle,270562,"347 Flatbush Ave, Brooklyn, NY 11238, USA",American|Mexican,21 - 31,26,2000,4.3,25/04/22 7:01,Miscellaneous|Tacos,Lunch|Miscellaneous,Vegan|Gluten-Free|Miscellaneous|Vegetarian
11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.677194,-73.972246,1.135776825,Chipotle,270562,"347 Flatbush Ave, Brooklyn, NY 11238, USA",American|Mexican,21 - 31,26,2000,4.3,25/04/22 7:01,Miscellaneous|Tacos,Lunch|Miscellaneous,Vegan|Gluten-Free|Miscellaneous|Vegetarian
11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6806625,-73.94972855,0.135896457,Taco Bell,1179070,"491 Nostrand Ave, Brooklyn, NY 11216, USA",Mexican,28 - 38,33,2000,4.2,25/04/22 7:01,Miscellaneous|Tacos,Lunch|Miscellaneous,Miscellaneous
10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6806625,-73.94972855,0.135896457,Taco Bell,1179070,"491 Nostrand Ave, Brooklyn, NY 11216, USA",Mexican,28 - 38,33,2000,4.2,25/04/22 7:01,Miscellaneous|Tacos,Lunch|Miscellaneous,Miscellaneous
11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6806625,-73.94972855,0.135896457,Taco Bell,1179070,"491 Nostrand Ave, Brooklyn, NY 11216, USA",Mexican,28 - 38,33,2000,4.2,25/04/22 7:01,Miscellaneous|Tacos,Lunch|Miscellaneous,Miscellaneous
11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6927348,-73.9282437,1.517902631,Little Caesars Pizza,1149022,"1164 Broadway, Brooklyn, NY 11221, USA",Italian,21 - 31,26,2000,4.5,25/04/22 7:01,Pizza|Miscellaneous,Miscellaneous,Miscellaneous
11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6927348,-73.9282437,1.517902631,Little Caesars Pizza,1149022,"1164 Broadway, Brooklyn, NY 11221, USA",Italian,21 - 31,26,2000,4.5,25/04/22 7:01,Pizza|Miscellaneous,Miscellaneous,Miscellaneous
10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6927348,-73.9282437,1.517902631,Little Caesars Pizza,1149022,"1164 Broadway, Brooklyn, NY 11221, USA",Italian,21 - 31,26,2000,4.5,25/04/22 7:01,Pizza|Miscellaneous,Miscellaneous,Miscellaneous
11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6845887,-73.9769192,1.431283246,Buffalo Wild Wings,28552,"Target, 139 Flatbush Ave, Brooklyn, NY 11217, USA",American,40 - 50,45,2000,3.9,25/04/22 7:01,Miscellaneous|Sandwiches|Burgers,Miscellaneous,Miscellaneous
11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6845887,-73.9769192,1.431283246,Buffalo Wild Wings,28552,"Target, 139 Flatbush Ave, Brooklyn, NY 11217, USA",American,40 - 50,45,2000,3.9,25/04/22 7:01,Miscellaneous|Sandwiches|Burgers,Miscellaneous,Miscellaneous
10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6845887,-73.9769192,1.431283246,Buffalo Wild Wings,28552,"Target, 139 Flatbush Ave, Brooklyn, NY 11217, USA",American,40 - 50,45,2000,3.9,25/04/22 7:01,Miscellaneous|Sandwiches|Burgers,Miscellaneous,Miscellaneous
10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6801044,-73.9492977,0.113821251,KFC,1451887,"495 Nostrand Ave., Brooklyn, NY 11216, USA",American,Jun-16,11,955,4.1,25/04/22 7:01,Miscellaneous|Burgers,Snacks|Miscellaneous,Miscellaneous
11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6801044,-73.9492977,0.113821251,KFC,1451887,"495 Nostrand Ave., Brooklyn, NY 11216, USA",American,Jun-16,11,955,4.1,25/04/22 7:01,Miscellaneous|Burgers,Snacks|Miscellaneous,Miscellaneous
11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6801044,-73.9492977,0.113821251,KFC,1451887,"495 Nostrand Ave., Brooklyn, NY 11216, USA",American,Jun-16,11,955,4.1,25/04/22 7:01,Miscellaneous|Burgers,Snacks|Miscellaneous,Miscellaneous
10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6812305,-73.9554942,0.301922408,Popeyes,293524,"1153 Fulton St, Brooklyn, NY 11216, USA",Seafood|American,16 - 26,21,2000,3.9,25/04/22 7:01,Sandwiches|Miscellaneous,Desserts|Miscellaneous|Beverages,Miscellaneous
11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6812305,-73.9554942,0.301922408,Popeyes,293524,"1153 Fulton St, Brooklyn, NY 11216, USA",Seafood|American,16 - 26,21,2000,3.9,25/04/22 7:01,Sandwiches|Miscellaneous,Desserts|Miscellaneous|Beverages,Miscellaneous
11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6812305,-73.9554942,0.301922408,Popeyes,293524,"1153 Fulton St, Brooklyn, NY 11216, USA",Seafood|American,16 - 26,21,2000,3.9,25/04/22 7:01,Sandwiches|Miscellaneous,Desserts|Miscellaneous|Beverages,Miscellaneous
11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6629397,-73.9616985,1.240616702,Wendy's,1289935,"Wendy's, 469 Flatbush Ave, Brooklyn, NY 11225, USA",American,23 - 33,28,2000,4.1,25/04/22 7:01,Miscellaneous|Burgers,Miscellaneous,Vegetarian|Miscellaneous
10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6629397,-73.9616985,1.240616702,Wendy's,1289935,"Wendy's, 469 Flatbush Ave, Brooklyn, NY 11225, USA",American,23 - 33,28,2000,4.1,25/04/22 7:01,Miscellaneous|Burgers,Miscellaneous,Vegetarian|Miscellaneous
11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6629397,-73.9616985,1.240616702,Wendy's,1289935,"Wendy's, 469 Flatbush Ave, Brooklyn, NY 11225, USA",American,23 - 33,28,2000,4.1,25/04/22 7:01,Miscellaneous|Burgers,Miscellaneous,Vegetarian|Miscellaneous
10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6673466,-73.9566011,0.852070847,Subway,328677,"1622 Bedford Ave, Brooklyn, NY 11225, USA",Miscellaneous,15 - 25,20,1293,4.5,25/04/22 7:01,Salad|Sandwiches|Miscellaneous,Dinner|Lunch|Miscellaneous|Breakfast,Miscellaneous
11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6673466,-73.9566011,0.852070847,Subway,328677,"1622 Bedford Ave, Brooklyn, NY 11225, USA",Miscellaneous,15 - 25,20,1293,4.5,25/04/22 7:01,Salad|Sandwiches|Miscellaneous,Dinner|Lunch|Miscellaneous|Breakfast,Miscellaneous
11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6673466,-73.9566011,0.852070847,Subway,328677,"1622 Bedford Ave, Brooklyn, NY 11225, USA",Miscellaneous,15 - 25,20,1293,4.5,25/04/22 7:01,Salad|Sandwiches|Miscellaneous,Dinner|Lunch|Miscellaneous|Breakfast,Miscellaneous
11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6806148,-73.9509687,0.124122458,Papa John's Pizza,1278836,"1257A Fulton St, Brooklyn, NY 11216, USA",Italian,15 - 25,20,1196,4.5,25/04/22 7:01,Pizza|Miscellaneous|Sandwiches,Snacks|Miscellaneous,Miscellaneous
11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6806148,-73.9509687,0.124122458,Papa John's Pizza,1278836,"1257A Fulton St, Brooklyn, NY 11216, USA",Italian,15 - 25,20,1196,4.5,25/04/22 7:01,Pizza|Miscellaneous|Sandwiches,Snacks|Miscellaneous,Miscellaneous
10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6806148,-73.9509687,0.124122458,Papa John's Pizza,1278836,"1257A Fulton St, Brooklyn, NY 11216, USA",Italian,15 - 25,20,1196,4.5,25/04/22 7:01,Pizza|Miscellaneous|Sandwiches,Snacks|Miscellaneous,Miscellaneous
10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6846262,-73.9440354,0.530440084,Warude,524285,"385 Tompkins Ave, Brooklyn, NY 11216, USA",Indian|Mexican|Japanese,Dec-22,17,2000,4.9,25/04/22 7:01,Ramen|Indian|Miscellaneous|Tacos,Miscellaneous,Miscellaneous
11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6846262,-73.9440354,0.530440084,Warude,524285,"385 Tompkins Ave, Brooklyn, NY 11216, USA",Indian|Mexican|Japanese,Dec-22,17,2000,4.9,25/04/22 7:01,Ramen|Indian|Miscellaneous|Tacos,Miscellaneous,Miscellaneous
11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6846262,-73.9440354,0.530440084,Warude,524285,"385 Tompkins Ave, Brooklyn, NY 11216, USA",Indian|Mexican|Japanese,Dec-22,17,2000,4.9,25/04/22 7:01,Ramen|Indian|Miscellaneous|Tacos,Miscellaneous,Miscellaneous
11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6971794,-73.9352252,1.504065226,Indika House,831916,"Indika House, 943 Broadway, Brooklyn, NY 11206, USA",Indian,33 - 43,38,2000,4.8,25/04/22 7:01,Miscellaneous,Miscellaneous,Vegetarian|Miscellaneous
11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6971794,-73.9352252,1.504065226,Indika House,831916,"Indika House, 943 Broadway, Brooklyn, NY 11206, USA",Indian,33 - 43,38,2000,4.8,25/04/22 7:01,Miscellaneous,Miscellaneous,Vegetarian|Miscellaneous
10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6971794,-73.9352252,1.504065226,Indika House,831916,"Indika House, 943 Broadway, Brooklyn, NY 11206, USA",Indian,33 - 43,38,2000,4.8,25/04/22 7:01,Miscellaneous,Miscellaneous,Vegetarian|Miscellaneous
11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6786822,-73.9444316,0.327419596,7-Eleven,738231,"7-Eleven, 1381 Atlantic Ave, Brooklyn, NY 11216, USA",Miscellaneous,38 - 48,43,2000,4.6,25/04/22 7:01,Miscellaneous,Miscellaneous|Snacks,Miscellaneous
11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6786822,-73.9444316,0.327419596,7-Eleven,738231,"7-Eleven, 1381 Atlantic Ave, Brooklyn, NY 11216, USA",Miscellaneous,38 - 48,43,2000,4.6,25/04/22 7:01,Miscellaneous,Miscellaneous|Snacks,Miscellaneous
11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6869829,-73.9779695,1.536812603,Tacombi,524956,"25 Lafayette Ave, Brooklyn, NY 11217, USA",Mexican,18 - 28,23,2000,4.8,25/04/22 7:01,Miscellaneous|Tacos,Miscellaneous,Miscellaneous
11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6869829,-73.9779695,1.536812603,Tacombi,524956,"25 Lafayette Ave, Brooklyn, NY 11217, USA",Mexican,18 - 28,23,2000,4.8,25/04/22 7:01,Miscellaneous|Tacos,Miscellaneous,Miscellaneous
10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6786822,-73.9444316,0.327419596,7-Eleven,738231,"7-Eleven, 1381 Atlantic Ave, Brooklyn, NY 11216, USA",Miscellaneous,38 - 48,43,2000,4.6,25/04/22 7:01,Miscellaneous,Miscellaneous|Snacks,Miscellaneous
11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6863491,-73.9547384,0.561256455,Oaxaca Taqueria,214204,"Oaxaca Taqueria, 1116 Bedford Ave, Brooklyn, NY 11216, USA",Mexican,Dec-22,17,1437,4.5,25/04/22 7:01,Miscellaneous|Tacos,Miscellaneous,Miscellaneous
11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6863491,-73.9547384,0.561256455,Oaxaca Taqueria,214204,"Oaxaca Taqueria, 1116 Bedford Ave, Brooklyn, NY 11216, USA",Mexican,Dec-22,17,1437,4.5,25/04/22 7:01,Miscellaneous|Tacos,Miscellaneous,Miscellaneous
10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6863491,-73.9547384,0.561256455,Oaxaca Taqueria,214204,"Oaxaca Taqueria, 1116 Bedford Ave, Brooklyn, NY 11216, USA",Mexican,Dec-22,17,1437,4.5,25/04/22 7:01,Miscellaneous|Tacos,Miscellaneous,Miscellaneous
11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6742351,-73.9569925,0.458649031,Banhmigos Vietnamese Sandwiches,28301,"636 Park Pl, Brooklyn, NY 11238, USA",Vietnamese,Dec-22,17,2000,4.8,25/04/22 7:01,Vietnamese|Miscellaneous,Miscellaneous,Miscellaneous
11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6742351,-73.9569925,0.458649031,Banhmigos Vietnamese Sandwiches,28301,"636 Park Pl, Brooklyn, NY 11238, USA",Vietnamese,Dec-22,17,2000,4.8,25/04/22 7:01,Vietnamese|Miscellaneous,Miscellaneous,Miscellaneous
10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6742351,-73.9569925,0.458649031,Banhmigos Vietnamese Sandwiches,28301,"636 Park Pl, Brooklyn, NY 11238, USA",Vietnamese,Dec-22,17,2000,4.8,25/04/22 7:01,Vietnamese|Miscellaneous,Miscellaneous,Miscellaneous
11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6833804,-73.9436743,0.483103686,Peaches HotHouse,663849,"415 Tompkins AveBrooklyn, NY 11216",Miscellaneous,15 - 25,20,2000,4.7,25/04/22 7:01,Miscellaneous|Sandwiches,Miscellaneous|Snacks,Miscellaneous
10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6833804,-73.9436743,0.483103686,Peaches HotHouse,663849,"415 Tompkins AveBrooklyn, NY 11216",Miscellaneous,15 - 25,20,2000,4.7,25/04/22 7:01,Miscellaneous|Sandwiches,Miscellaneous|Snacks,Miscellaneous
11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6833804,-73.9436743,0.483103686,Peaches HotHouse,663849,"415 Tompkins AveBrooklyn, NY 11216",Miscellaneous,15 - 25,20,2000,4.7,25/04/22 7:01,Miscellaneous|Sandwiches,Miscellaneous|Snacks,Miscellaneous
